lsoa_code,households_total_housing,households_detached,households_semi_detached,households_terraced,households_flats_apartments,households_other_accommodation,pct_flats_apartments,pct_houses
E01002853,587,1,1,23,562,0,95.74105621805792,4.258943781942079
E01002854,458,5,6,21,426,0,93.01310043668121,6.986899563318777
E01002855,724,29,15,47,633,0,87.43093922651933,12.569060773480665
E01002856,770,2,17,35,715,1,92.85714285714286,7.012987012987012
E01002857,557,5,5,6,541,0,97.12746858168761,2.872531418312388
E01002858,638,2,0,2,634,0,99.37304075235109,0.6269592476489028
E01002859,662,3,2,42,615,0,92.90030211480362,7.099697885196375
E01002860,573,9,34,243,286,1,49.91273996509599,49.91273996509599
E01002861,552,31,29,148,344,0,62.31884057971014,37.68115942028986
E01002862,716,1,0,14,701,0,97.90502793296089,2.094972067039106
E01002863,554,5,29,92,428,0,77.25631768953069,22.743682310469314
E01002864,534,36,37,76,385,0,72.09737827715355,27.902621722846444
E01002865,558,27,51,149,330,1,59.13978494623656,40.681003584229394
E01002866,764,30,10,45,679,0,88.87434554973822,11.12565445026178
E01002867,810,4,6,48,751,1,92.71604938271605,7.160493827160494
E01002868,531,17,36,226,251,1,47.26930320150659,52.54237288135594
E01002869,748,5,7,83,653,0,87.29946524064172,12.70053475935829
E01002870,690,3,11,53,621,2,90.0,9.710144927536232
E01002871,644,7,40,276,321,0,49.84472049689441,50.15527950310559
E01002872,653,8,19,119,507,0,77.6416539050536,22.358346094946402
E01002873,658,11,63,250,334,0,50.75987841945289,49.24012158054711
E01002874,588,2,12,104,470,0,79.93197278911565,20.068027210884352
E01002875,578,8,72,93,405,0,70.06920415224913,29.93079584775086
E01002876,693,7,65,258,363,0,52.38095238095239,47.61904761904761
E01002877,758,3,16,61,664,14,87.59894459102902,10.554089709762533
E01002878,754,7,16,19,712,0,94.42970822281167,5.570291777188329
E01002879,703,6,7,33,657,0,93.45661450924608,6.543385490753911
E01002880,454,1,4,6,443,0,97.57709251101322,2.4229074889867843
E01002881,511,6,23,75,407,0,79.6477495107632,20.352250489236788
E01002882,561,1,10,47,502,1,89.48306595365419,10.338680926916222
E01002883,650,3,34,159,454,0,69.84615384615384,30.153846153846153
E01002884,593,12,15,42,524,0,88.36424957841484,11.63575042158516
E01002885,805,3,11,30,759,2,94.28571428571428,5.46583850931677
E01002886,664,27,51,109,477,0,71.83734939759037,28.162650602409638
E01002887,551,2,7,44,498,0,90.38112522686026,9.618874773139746
E01002888,826,1,4,19,802,0,97.09443099273608,2.9055690072639226
E01002889,565,3,4,106,451,1,79.82300884955752,20.0
E01002890,565,20,109,170,265,1,46.902654867256636,52.92035398230088
E01002891,558,14,22,58,463,1,82.97491039426524,16.845878136200717
E01002892,643,4,9,46,583,1,90.6687402799378,9.17573872472784
E01002893,905,2,3,23,877,0,96.9060773480663,3.0939226519337018
E01002894,653,4,1,31,617,0,94.48698315467074,5.51301684532925
E01002896,758,6,64,102,586,0,77.30870712401055,22.691292875989447
E01002897,697,2,50,93,550,2,78.90961262553802,20.803443328550934
E01002898,673,9,18,96,550,0,81.72362555720653,18.27637444279346
E01002899,639,1,9,46,583,0,91.23630672926447,8.763693270735525
E01002900,566,13,25,182,346,0,61.130742049469966,38.869257950530034
E01002901,439,5,15,46,373,0,84.96583143507974,15.034168564920272
E01002902,713,4,5,32,671,1,94.109396914446,5.750350631136045
E01002903,566,10,12,337,207,0,36.57243816254417,63.427561837455826
E01002904,500,12,17,58,413,0,82.6,17.4
E01002905,654,2,11,62,578,1,88.37920489296636,11.46788990825688
E01002906,644,7,38,100,499,0,77.48447204968944,22.51552795031056
E01002907,510,0,7,10,492,1,96.47058823529412,3.3333333333333335
E01002908,591,15,27,167,382,0,64.63620981387479,35.36379018612521
E01002909,1017,14,11,35,957,0,94.10029498525073,5.899705014749262
E01002910,634,18,44,72,499,1,78.70662460567823,21.13564668769716
E01002911,598,14,73,174,337,0,56.35451505016722,43.64548494983278
E01002912,684,3,42,72,567,0,82.89473684210526,17.105263157894736
E01002913,815,29,19,89,677,1,83.06748466257669,16.809815950920246
E01002914,572,12,39,213,308,0,53.84615384615385,46.15384615384615
E01002915,485,93,329,10,53,0,10.927835051546392,89.07216494845362
E01002916,534,24,472,6,32,0,5.992509363295881,94.00749063670412
E01002917,496,69,415,3,9,0,1.8145161290322582,98.18548387096774
E01002918,608,27,90,484,7,0,1.151315789473684,98.84868421052632
E01002919,799,32,187,165,386,29,48.310387984981226,48.06007509386733
E01002920,588,80,424,28,56,0,9.523809523809524,90.47619047619048
E01002921,906,28,32,27,816,3,90.06622516556291,9.602649006622517
E01002922,717,170,210,25,312,0,43.51464435146444,56.48535564853556
E01002923,859,20,67,191,581,0,67.63678696158324,32.36321303841677
E01002924,553,156,353,0,44,0,7.956600361663653,92.04339963833634
E01002925,794,29,118,136,511,0,64.35768261964736,35.642317380352644
E01002926,600,82,346,51,120,1,20.0,79.83333333333333
E01002927,644,30,197,268,149,0,23.136645962732917,76.86335403726709
E01002928,745,107,169,95,374,0,50.20134228187919,49.7986577181208
E01002929,670,119,356,22,173,0,25.82089552238806,74.17910447761194
E01002930,795,72,209,90,423,1,53.20754716981132,46.666666666666664
E01002931,722,51,313,254,104,0,14.40443213296399,85.59556786703601
E01002932,675,26,176,237,236,0,34.96296296296296,65.03703703703704
E01002933,812,114,224,86,388,0,47.783251231527096,52.21674876847291
E01002934,659,229,139,143,148,0,22.458270106221548,77.54172989377845
E01002935,811,64,145,110,492,0,60.66584463625154,39.33415536374846
E01002937,663,131,324,144,64,0,9.653092006033184,90.34690799396682
E01002938,783,136,340,106,201,0,25.67049808429119,74.32950191570882
E01002939,599,40,262,157,139,1,23.205342237061767,76.62771285475793
E01002940,616,18,244,195,159,0,25.811688311688314,74.18831168831169
E01002941,641,61,355,49,163,13,25.429017160686428,72.54290171606864
E01002942,526,73,358,63,32,0,6.083650190114068,93.91634980988593
E01002943,510,13,317,103,77,0,15.098039215686274,84.90196078431373
E01002944,530,10,80,411,26,3,4.905660377358491,94.52830188679245
E01002945,639,37,106,315,181,0,28.325508607198746,71.67449139280126
E01002946,606,54,153,359,40,0,6.6006600660066,93.3993399339934
E01002947,614,49,171,339,55,0,8.957654723127035,91.04234527687296
E01002948,820,172,314,219,114,1,13.902439024390246,85.97560975609755
E01002949,686,131,225,208,122,0,17.784256559766764,82.21574344023324
E01002950,712,51,168,115,377,1,52.94943820224719,46.91011235955056
E01002951,577,56,78,213,229,1,39.68804159445407,60.13864818024264
E01002952,471,385,18,30,38,0,8.067940552016985,91.93205944798302
E01002953,441,268,92,8,73,0,16.55328798185941,83.44671201814059
E01002954,631,34,14,20,558,5,88.4310618066561,10.776545166402537
E01002955,526,108,210,69,137,2,26.045627376425855,73.57414448669202
E01002956,440,166,195,47,32,0,7.2727272727272725,92.72727272727272
E01002957,573,47,32,46,447,1,78.01047120418848,21.81500872600349
E01002958,653,49,268,263,73,0,11.179173047473201,88.8208269525268
E01002959,473,311,150,5,7,0,1.4799154334038054,98.5200845665962
E01002960,582,53,352,71,106,0,18.213058419243985,81.78694158075601
E01002961,598,115,381,73,28,1,4.682274247491638,95.15050167224081
E01002962,527,31,263,208,24,1,4.554079696394687,95.2561669829222
E01002963,773,35,161,59,518,0,67.01164294954722,32.988357050452784
E01002964,1050,74,136,159,681,0,64.85714285714286,35.14285714285714
E01002965,1143,69,198,69,807,0,70.60367454068242,29.396325459317584
E01002966,782,81,345,86,270,0,34.52685421994885,65.47314578005115
E01002967,953,33,91,58,770,1,80.79748163693598,19.097586568730325
E01002968,1147,83,198,45,814,7,70.96774193548387,28.421970357454228
E01002969,657,3,37,46,570,1,86.7579908675799,13.08980213089802
E01002970,644,42,327,96,179,0,27.795031055900623,72.20496894409938
E01002971,729,46,319,133,231,0,31.68724279835391,68.3127572016461
E01002972,890,77,126,73,614,0,68.98876404494382,31.011235955056183
E01002973,526,27,210,247,42,0,7.984790874524715,92.01520912547528
E01002974,719,114,234,22,349,0,48.53963838664812,51.46036161335188
E01002975,501,254,172,1,74,0,14.770459081836327,85.22954091816366
E01002976,647,23,226,377,21,0,3.2457496136012365,96.75425038639877
E01002977,648,73,239,55,281,0,43.364197530864196,56.6358024691358
E01002978,722,82,420,80,140,0,19.390581717451525,80.60941828254848
E01002979,597,68,340,40,149,0,24.958123953098827,75.04187604690117
E01002980,479,169,238,70,2,0,0.41753653444676403,99.58246346555325
E01002981,523,117,356,39,10,1,1.9120458891013385,97.89674952198853
E01002982,515,136,201,90,88,0,17.0873786407767,82.91262135922331
E01002983,593,237,321,33,2,0,0.33726812816188867,99.6627318718381
E01002984,590,156,94,72,267,1,45.2542372881356,54.57627118644067
E01002985,601,26,106,378,90,1,14.975041597337771,84.8585690515807
E01002986,474,101,278,51,44,0,9.282700421940929,90.71729957805907
E01002987,956,9,18,4,925,0,96.75732217573221,3.2426778242677825
E01002988,628,23,139,46,411,9,65.44585987261146,33.12101910828025
E01002989,917,18,159,183,557,0,60.741548527808064,39.25845147219193
E01002990,887,21,53,55,758,0,85.456595264938,14.543404735062007
E01002991,681,92,210,35,344,0,50.51395007342144,49.48604992657856
E01002992,487,31,229,93,134,0,27.51540041067762,72.48459958932239
E01002993,814,20,53,17,724,0,88.94348894348894,11.056511056511056
E01002994,597,184,112,12,289,0,48.40871021775545,51.59128978224455
E01002995,634,232,53,41,308,0,48.580441640378545,51.419558359621455
E01002996,593,113,269,42,168,1,28.330522765598655,71.50084317032041
E01002997,604,144,203,62,195,0,32.28476821192053,67.71523178807946
E01002998,598,46,184,112,256,0,42.80936454849498,57.19063545150501
E01002999,766,15,22,39,690,0,90.07832898172323,9.921671018276761
E01003000,672,14,344,186,122,6,18.154761904761905,80.95238095238095
E01003001,635,22,346,201,66,0,10.393700787401574,89.60629921259843
E01003002,800,55,187,237,321,0,40.125,59.875
E01003003,658,39,299,63,257,0,39.05775075987842,60.94224924012158
E01003004,609,110,232,181,85,1,13.957307060755337,85.87848932676519
E01003005,580,16,436,74,54,0,9.310344827586208,90.6896551724138
E01003006,598,123,227,110,138,0,23.076923076923077,76.92307692307693
E01003007,558,36,292,210,20,0,3.584229390681003,96.415770609319
E01003008,508,37,165,299,7,0,1.3779527559055118,98.62204724409449
E01003009,777,110,245,113,309,0,39.768339768339764,60.231660231660236
E01003010,532,224,148,101,59,0,11.090225563909774,88.90977443609023
E01003011,699,135,226,34,304,0,43.490701001430615,56.50929899856938
E01003013,720,2,2,12,703,1,97.63888888888889,2.2222222222222223
E01003014,639,7,15,62,555,0,86.85446009389672,13.145539906103288
E01003015,804,4,8,61,731,0,90.92039800995025,9.07960199004975
E01003016,422,1,17,59,345,0,81.75355450236967,18.246445497630333
E01003017,765,2,15,142,606,0,79.2156862745098,20.784313725490197
E01003018,934,13,36,126,759,0,81.26338329764454,18.73661670235546
E01003019,887,4,39,277,567,0,63.923337091319056,36.076662908680944
E01003020,828,13,34,139,641,1,77.41545893719807,22.463768115942027
E01003021,640,18,56,217,349,0,54.53125,45.46875
E01003022,734,18,34,224,458,0,62.39782016348774,37.60217983651226
E01003023,1104,13,32,94,965,0,87.40942028985508,12.590579710144928
E01003024,787,3,4,3,776,1,98.6022871664549,1.2706480304955527
E01003025,849,14,48,153,634,0,74.6760895170789,25.323910482921086
E01003026,624,6,55,124,439,0,70.3525641025641,29.647435897435898
E01003027,520,10,82,243,185,0,35.57692307692308,64.42307692307693
E01003028,600,10,89,167,334,0,55.666666666666664,44.333333333333336
E01003029,896,20,59,91,726,0,81.02678571428571,18.973214285714285
E01003030,747,3,44,163,537,0,71.8875502008032,28.11244979919679
E01003031,712,4,18,15,675,0,94.80337078651685,5.196629213483146
E01003032,815,10,35,94,676,0,82.94478527607362,17.05521472392638
E01003033,589,26,82,182,299,0,50.76400679117148,49.23599320882852
E01003034,698,14,26,128,530,0,75.93123209169055,24.068767908309454
E01003035,766,5,31,104,626,0,81.72323759791122,18.27676240208877
E01003036,756,20,83,175,478,0,63.227513227513235,36.77248677248677
E01003037,599,20,70,130,379,0,63.272120200333895,36.727879799666105
E01003038,771,19,40,260,452,0,58.62516212710766,41.37483787289234
E01003039,961,6,35,166,754,0,78.45993756503643,21.54006243496358
E01003040,594,4,38,54,498,0,83.83838383838383,16.161616161616163
E01003041,676,4,6,17,648,1,95.85798816568047,3.9940828402366866
E01003042,506,3,4,33,466,0,92.09486166007905,7.905138339920949
E01003043,672,9,53,272,338,0,50.297619047619044,49.702380952380956
E01003044,685,2,10,49,624,0,91.0948905109489,8.905109489051096
E01003045,700,18,56,84,541,1,77.28571428571429,22.57142857142857
E01003046,741,7,10,26,698,0,94.1970310391363,5.802968960863698
E01003047,822,6,21,60,735,0,89.41605839416059,10.583941605839415
E01003048,737,7,19,30,680,1,92.26594301221166,7.598371777476255
E01003049,754,15,40,91,608,0,80.63660477453581,19.363395225464192
E01003050,754,6,17,81,650,0,86.20689655172413,13.793103448275861
E01003051,882,11,83,92,696,0,78.91156462585033,21.08843537414966
E01003052,784,21,131,143,489,0,62.37244897959183,37.62755102040816
E01003053,743,16,27,258,442,0,59.4885598923284,40.5114401076716
E01003054,1006,10,12,66,916,2,91.05367793240556,8.747514910536779
E01003055,832,4,26,122,680,0,81.73076923076923,18.269230769230766
E01003056,766,9,26,129,601,1,78.45953002610966,21.409921671018274
E01003057,720,12,55,135,518,0,71.94444444444444,28.055555555555557
E01003058,857,12,42,162,641,0,74.79579929988331,25.204200700116687
E01003059,874,3,7,9,855,0,97.82608695652173,2.1739130434782608
E01003060,688,5,6,7,670,0,97.38372093023256,2.616279069767442
E01003061,648,7,14,36,591,0,91.20370370370371,8.796296296296296
E01003062,864,11,15,102,736,0,85.18518518518519,14.814814814814813
E01003063,600,16,32,72,480,0,80.0,20.0
E01003064,625,8,107,71,438,1,70.08,29.759999999999998
E01003065,685,10,100,125,450,0,65.69343065693431,34.306569343065696
E01003066,806,20,138,125,520,3,64.51612903225806,35.111662531017366
E01003067,632,24,151,165,292,0,46.20253164556962,53.79746835443038
E01003068,645,11,68,221,345,0,53.48837209302325,46.51162790697674
E01003069,521,18,210,126,167,0,32.05374280230326,67.94625719769674
E01003070,658,26,62,169,400,1,60.790273556231,39.05775075987842
E01003071,1004,13,83,267,641,0,63.84462151394422,36.15537848605578
E01003072,704,44,186,109,364,1,51.70454545454546,48.153409090909086
E01003073,661,19,34,240,368,0,55.6732223903177,44.3267776096823
E01003074,1091,28,65,221,777,0,71.21906507791017,28.780934922089823
E01003075,673,3,15,32,623,0,92.5705794947994,7.429420505200595
E01003076,968,44,28,130,766,0,79.13223140495867,20.867768595041323
E01003077,788,6,24,140,618,0,78.42639593908629,21.573604060913706
E01003078,619,51,138,198,232,0,37.47980613893376,62.52019386106623
E01003079,732,11,78,75,568,0,77.59562841530054,22.404371584699454
E01003080,674,11,76,230,356,1,52.818991097922854,47.032640949554896
E01003081,818,17,136,59,603,3,73.71638141809291,25.91687041564792
E01003082,634,14,98,252,269,1,42.42902208201893,57.413249211356465
E01003083,575,32,158,180,205,0,35.65217391304348,64.34782608695652
E01003084,635,49,117,30,439,0,69.13385826771653,30.866141732283463
E01003085,694,43,254,135,262,0,37.752161383285305,62.2478386167147
E01003086,624,19,112,173,320,0,51.28205128205128,48.717948717948715
E01003087,603,6,31,15,551,0,91.37645107794361,8.623548922056385
E01003088,653,4,21,125,502,1,76.87595712098009,22.97090352220521
E01003089,739,3,13,3,719,1,97.2936400541272,2.571041948579161
E01003090,1103,10,17,70,1006,0,91.20580235720762,8.794197642792383
E01003091,678,6,3,41,628,0,92.62536873156341,7.374631268436578
E01003092,950,10,33,90,817,0,86.0,14.000000000000002
E01003093,955,1,5,6,943,0,98.7434554973822,1.256544502617801
E01003094,656,6,19,167,464,0,70.73170731707317,29.268292682926827
E01003095,692,10,75,79,526,2,76.01156069364163,23.699421965317917
E01003096,858,11,23,164,660,0,76.92307692307693,23.076923076923077
E01003097,685,6,20,94,565,0,82.48175182481752,17.51824817518248
E01003098,650,7,15,158,470,0,72.3076923076923,27.692307692307693
E01003099,759,7,11,80,661,0,87.08827404479578,12.911725955204217
E01003100,891,2,7,58,824,0,92.48035914702581,7.519640852974187
E01003101,639,2,3,14,620,0,97.0266040688576,2.97339593114241
E01003102,784,7,35,85,657,0,83.80102040816327,16.198979591836736
E01003104,868,7,13,58,790,0,91.01382488479263,8.986175115207374
E01003105,745,4,11,28,701,1,94.09395973154362,5.771812080536913
E01003106,973,5,13,135,820,0,84.27543679342241,15.724563206577596
E01003107,885,7,23,191,664,0,75.02824858757063,24.97175141242938
E01003108,712,0,17,30,665,0,93.39887640449437,6.601123595505618
E01003110,925,9,28,310,578,0,62.486486486486484,37.513513513513516
E01003111,803,3,4,12,784,0,97.63387297633874,2.3661270236612704
E01003112,812,10,16,56,723,7,89.03940886699507,10.098522167487685
E01003113,743,28,52,84,579,0,77.92732166890983,22.072678331090177
E01003114,1002,30,73,227,671,1,66.96606786427147,32.93413173652694
E01003115,669,7,65,85,512,0,76.5321375186846,23.467862481315397
E01003116,635,166,126,75,268,0,42.204724409448815,57.79527559055118
E01003117,821,56,61,126,578,0,70.40194884287455,29.598051157125454
E01003118,701,32,169,77,420,3,59.91440798858774,39.657631954350926
E01003119,852,35,64,63,690,0,80.98591549295774,19.014084507042252
E01003120,1112,11,53,57,989,2,88.93884892086331,10.881294964028777
E01003121,637,1,1,2,633,0,99.37205651491365,0.6279434850863422
E01003122,895,3,30,75,786,1,87.82122905027933,12.067039106145252
E01003123,700,34,68,142,455,1,65.0,34.85714285714286
E01003124,610,8,18,46,538,0,88.19672131147541,11.80327868852459
E01003125,695,3,1,2,689,0,99.13669064748201,0.8633093525179856
E01003126,715,5,14,15,681,0,95.24475524475524,4.755244755244755
E01003127,794,20,62,63,649,0,81.73803526448363,18.261964735516372
E01003128,713,2,2,5,704,0,98.73772791023842,1.262272089761571
E01003129,795,11,18,115,649,2,81.63522012578616,18.11320754716981
E01003130,783,13,177,65,526,2,67.17752234993614,32.56704980842912
E01003131,949,10,154,76,709,0,74.71022128556375,25.289778714436252
E01003132,542,23,46,124,349,0,64.39114391143912,35.608856088560884
E01003133,707,48,116,18,525,0,74.25742574257426,25.742574257425744
E01003134,618,14,201,67,336,0,54.36893203883495,45.63106796116505
E01003135,758,9,71,172,503,3,66.35883905013192,33.24538258575198
E01003136,749,10,83,19,637,0,85.04672897196261,14.953271028037381
E01003137,752,8,17,17,708,2,94.14893617021278,5.585106382978723
E01003138,648,5,56,67,520,0,80.24691358024691,19.753086419753085
E01003139,536,35,81,296,123,1,22.94776119402985,76.86567164179104
E01003140,493,28,76,369,20,0,4.056795131845842,95.94320486815415
E01003141,739,26,114,230,369,0,49.93234100135318,50.06765899864683
E01003142,453,30,84,316,23,0,5.077262693156733,94.92273730684326
E01003143,508,17,74,302,108,7,21.25984251968504,77.36220472440945
E01003144,523,42,278,89,113,1,21.606118546845124,78.20267686424475
E01003145,748,19,102,68,558,1,74.59893048128342,25.267379679144387
E01003146,549,29,119,316,85,0,15.482695810564662,84.51730418943534
E01003147,800,33,189,104,474,0,59.25,40.75
E01003148,759,7,131,67,554,0,72.99077733860344,27.009222661396574
E01003149,696,58,166,111,361,0,51.86781609195402,48.13218390804598
E01003150,837,48,12,9,765,3,91.39784946236558,8.24372759856631
E01003151,817,9,28,6,774,0,94.73684210526315,5.263157894736842
E01003152,758,26,226,99,407,0,53.693931398416886,46.306068601583114
E01003153,1020,9,30,23,958,0,93.92156862745098,6.078431372549019
E01003154,823,33,137,138,515,0,62.575941676792226,37.424058323207774
E01003155,726,15,159,237,315,0,43.388429752066116,56.611570247933884
E01003156,663,8,27,141,487,0,73.45399698340876,26.546003016591253
E01003157,573,7,48,315,203,0,35.42757417102967,64.57242582897034
E01003158,726,5,17,72,632,0,87.05234159779614,12.947658402203857
E01003159,839,13,42,64,720,0,85.81644815256257,14.183551847437425
E01003160,645,3,17,3,622,0,96.43410852713178,3.565891472868217
E01003161,529,36,16,125,352,0,66.5406427221172,33.459357277882795
E01003162,743,4,6,6,726,1,97.71197846567968,2.1534320323014806
E01003163,603,37,149,157,260,0,43.117744610281925,56.882255389718075
E01003164,1010,20,60,105,825,0,81.68316831683168,18.316831683168317
E01003165,702,12,126,139,424,1,60.3988603988604,39.45868945868946
E01003166,1114,37,102,106,867,2,77.82764811490127,21.99281867145422
E01003167,680,22,168,288,202,0,29.705882352941178,70.29411764705881
E01003168,661,16,72,243,330,0,49.92435703479576,50.07564296520424
E01003169,1024,14,113,147,749,1,73.14453125,26.7578125
E01003170,772,49,130,283,310,0,40.15544041450777,59.84455958549223
E01003171,784,3,37,163,581,0,74.10714285714286,25.892857142857146
E01003172,776,3,41,100,631,1,81.31443298969072,18.556701030927837
E01003173,668,5,156,207,300,0,44.91017964071856,55.08982035928144
E01003174,830,2,12,21,795,0,95.78313253012048,4.216867469879518
E01003175,608,27,90,165,326,0,53.61842105263158,46.381578947368425
E01003176,768,4,18,35,711,0,92.578125,7.421875
E01003177,669,4,41,94,530,0,79.22272047832585,20.777279521674142
E01003178,652,4,26,178,443,1,67.94478527607362,31.901840490797547
E01003179,638,3,4,19,610,2,95.61128526645768,4.075235109717868
E01003180,654,8,53,191,402,0,61.46788990825688,38.53211009174312
E01003181,697,6,22,70,599,0,85.93974175035868,14.060258249641318
E01003182,744,17,36,94,597,0,80.24193548387096,19.758064516129032
E01003183,679,17,64,162,435,1,64.06480117820324,35.7879234167894
E01003184,596,3,2,10,581,0,97.48322147651007,2.5167785234899327
E01003185,798,23,14,18,742,1,92.98245614035088,6.8922305764411025
E01003186,1192,31,78,87,994,2,83.38926174496645,16.44295302013423
E01003187,990,17,55,98,819,1,82.72727272727273,17.17171717171717
E01003188,550,12,50,134,353,1,64.18181818181819,35.63636363636364
E01003189,650,17,168,245,220,0,33.84615384615385,66.15384615384615
