lsoa_code,households_total_housing,households_detached,households_semi_detached,households_terraced,households_flats_apartments,households_other_accommodation,pct_flats_apartments,pct_houses
E01002463,522,280,210,11,21,0,4.022988505747127,95.97701149425288
E01002464,621,10,482,63,65,1,10.466988727858293,89.3719806763285
E01002465,638,17,234,68,319,0,50.0,50.0
E01002466,631,11,83,521,16,0,2.535657686212361,97.46434231378764
E01002467,627,71,380,64,112,0,17.862838915470494,82.13716108452951
E01002468,637,14,80,504,37,2,5.808477237048666,93.87755102040816
E01002469,642,26,129,435,52,0,8.09968847352025,91.90031152647975
E01002470,714,187,226,31,270,0,37.81512605042017,62.18487394957983
E01002471,633,96,146,357,34,0,5.371248025276461,94.62875197472354
E01002472,803,88,40,60,613,2,76.3387297633873,23.41220423412204
E01002473,680,401,27,19,233,0,34.26470588235294,65.73529411764706
E01002474,691,140,184,179,186,2,26.91751085383502,72.7930535455861
E01002475,711,139,52,171,348,1,48.9451476793249,50.91420534458509
E01002476,634,370,22,95,146,1,23.02839116719243,76.81388012618297
E01002477,569,159,74,62,274,0,48.154657293497365,51.84534270650264
E01002478,665,109,162,91,302,1,45.41353383458647,54.4360902255639
E01002479,655,67,299,150,139,0,21.22137404580153,78.77862595419847
E01002480,696,320,198,46,132,0,18.96551724137931,81.03448275862068
E01002481,652,78,176,115,282,1,43.25153374233129,56.59509202453987
E01002482,622,489,83,21,29,0,4.662379421221865,95.33762057877814
E01002483,730,149,281,15,283,2,38.76712328767123,60.95890410958904
E01002484,580,50,271,142,116,1,20.0,79.82758620689656
E01002485,836,109,191,55,481,0,57.535885167464116,42.464114832535884
E01002486,689,38,382,108,159,2,23.076923076923077,76.63280116110305
E01002487,629,40,203,233,152,1,24.165341812400637,75.67567567567568
E01002488,528,41,355,74,58,0,10.984848484848484,89.01515151515152
E01002489,556,39,343,48,125,1,22.48201438848921,77.33812949640287
E01002490,675,35,360,172,108,0,16.0,84.0
E01002491,527,37,220,148,122,0,23.14990512333966,76.85009487666035
E01002492,499,42,315,105,37,0,7.414829659318638,92.58517034068137
E01002493,611,39,125,265,182,0,29.78723404255319,70.2127659574468
